ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count
AFL,2020/7/2,2020/7/9,[15],[7],['2020-07-24'],['2020-07-20'],"[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",817,832
AFT,2020/6/16,2019/11/21,"[6, 12]","[7, 39, 48, 52, 56, 66, 80, 91, 102, 111, 120, 138, 149, 168]","['2020-06-24', '2020-07-02']","['2019-12-03', '2020-01-21', '2020-02-03', '2020-02-07', '2020-02-13', '2020-02-28', '2020-03-19', '2020-04-03', '2020-04-21', '2020-05-04', '2020-05-15', '2020-06-11', '2020-06-26', '2020-07-24']","[1.9, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0]","[1.6785714285714284, 0.0, 0.5714285714285714, 0.14285714285714285, 0.2857142857142857, 0.35714285714285715, 0.21428571428571427, 0.0]",198,196
AG,2020/4/30,2020/2/19,"[6, 13, 21, 28, 37, 43, 50, 60]","[7, 18, 30, 43, 60, 68, 75, 84, 90, 101]","['2020-05-08', '2020-05-19', '2020-06-01', '2020-06-10', '2020-06-23', '2020-07-01', '2020-07-13', '2020-07-27']","['2020-02-28', '2020-03-16', '2020-04-01', '2020-04-21', '2020-05-14', '2020-05-27', '2020-06-05', '2020-06-18', '2020-06-26', '2020-07-14']","[1.4875, 0.875, 0.375, 0.25, 0.25, 0.0, 0.125, 0.125]","[1.6199999999999999, 0.1, 0.6, 0.4, 0.2, 0.0, 0.2, 0.0]",308,316
AGCO,2020/5/27,2020/2/19,"[7, 14, 27, 35]","[7, 20, 32, 40, 54, 60, 70, 81, 89, 98, 111]","['2020-06-05', '2020-06-16', '2020-07-06', '2020-07-16']","['2020-02-28', '2020-03-18', '2020-04-03', '2020-04-16', '2020-05-06', '2020-05-14', '2020-05-29', '2020-06-15', '2020-06-25', '2020-07-09', '2020-07-28']","[2.175, 1.0, 0.25, 0.25, 0.75, 0.0, 0.0, 0.0]","[1.427272727272727, 0.0, 0.36363636363636365, 0.36363636363636365, 0.2727272727272727, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091]",584,622
AGD,2020/6/5,2020/6/19,[12],"[5, 14, 19, 24]",['2020-06-23'],"['2020-06-26', '2020-07-10', '2020-07-17', '2020-07-24']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.625, 1.0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",265,275
AGI,2020/5/19,2020/7/14,"[16, 48]",[7],"['2020-06-11', '2020-07-28']",['2020-07-23'],"[1.6, 1.0, 0.5, 0.0, 0.0, 1.0, 0.5, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",254,272
AGM-A,2019/6/14,2019/12/13,"[5, 33, 67, 84, 90, 102, 110, 126, 183, 199, 260]","[13, 48, 56, 84, 101, 121, 129]","['2019-06-21', '2019-08-01', '2019-09-19', '2019-10-14', '2019-10-22', '2019-11-07', '2019-11-19', '2019-12-12', '2020-03-06', '2020-03-30', '2020-06-25']","['2020-01-03', '2020-02-25', '2020-03-06', '2020-04-16', '2020-05-11', '2020-06-09', '2020-06-19']","[1.4090909090909087, 0.0, 0.5454545454545454, 0.36363636363636365, 0.18181818181818182, 0.0, 0.09090909090909091, 0.09090909090909091]","[1.6714285714285715, 0.7142857142857143, 0.42857142857142855, 0.0, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285]",351,350
AGM,2020/6/16,2020/7/9,"[10, 21]","[7, 12]","['2020-06-30', '2020-07-16']","['2020-07-20', '2020-07-27']","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",519,500
AGO,2020/6/16,2020/7/9,"[12, 21]",[7],"['2020-07-02', '2020-07-16']",['2020-07-20'],"[2.9, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",370,365
AGR,2020/6/3,2020/6/22,"[21, 36]","[10, 21]","['2020-07-02', '2020-07-24']","['2020-07-07', '2020-07-22']","[2.9, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0]","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]",118,116
AGRO,2020/4/24,2020/4/15,"[7, 30, 49, 54, 62]","[5, 15, 21, 40, 53, 60, 66]","['2020-05-05', '2020-06-08', '2020-07-06', '2020-07-13', '2020-07-23']","['2020-04-22', '2020-05-06', '2020-05-14', '2020-06-11', '2020-06-30', '2020-07-10', '2020-07-20']","[1.54, 0.6, 0.4, 0.2, 0.4, 0.0, 0.0, 0.0]","[1.7999999999999998, 0.8571428571428571, 0.5714285714285714, 0.5714285714285714, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]",206,215
AGS,2019/5/17,2020/7/9,"[10, 23, 41, 51, 60, 72, 82, 98, 105, 113, 120, 133, 150, 158, 179, 191, 216, 228, 240, 259, 266, 272, 284, 289, 297]","[7, 12]","['2019-06-03', '2019-06-20', '2019-07-17', '2019-07-31', '2019-08-13', '2019-08-29', '2019-09-13', '2019-10-07', '2019-10-16', '2019-10-28', '2019-11-06', '2019-11-25', '2019-12-19', '2020-01-02', '2020-02-03', '2020-02-20', '2020-03-26', '2020-04-14', '2020-04-30', '2020-05-28', '2020-06-08', '2020-06-16', '2020-07-02', '2020-07-10', '2020-07-22']","['2020-07-20', '2020-07-27']","[1.372, 0.12, 0.4, 0.24, 0.2, 0.2, 0.24, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",58,64
AGX,2020/6/30,2020/4/24,[14],"[14, 22, 35, 42, 52]",['2020-07-21'],"['2020-05-14', '2020-05-27', '2020-06-15', '2020-06-24', '2020-07-09']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.74, 0.8, 0.2, 0.2, 0.6, 0.0, 0.0, 0.0]",398,363
AHC,2020/7/1,2020/5/22,[14],"[14, 24]",['2020-07-22'],"['2020-06-12', '2020-06-26']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.45, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0]",267,271
AHH,2019/10/31,2020/7/9,"[19, 29, 42, 57, 66, 72, 76, 84, 96, 103, 110, 123, 143, 150, 156, 168, 176, 182]","[7, 12]","['2019-11-27', '2019-12-12', '2020-01-02', '2020-01-24', '2020-02-06', '2020-02-14', '2020-02-21', '2020-03-04', '2020-03-20', '2020-03-31', '2020-04-09', '2020-04-29', '2020-05-28', '2020-06-08', '2020-06-16', '2020-07-02', '2020-07-15', '2020-07-23']","['2020-07-20', '2020-07-27']","[1.5555555555555554, 0.1111111111111111, 0.5555555555555556, 0.1111111111111111, 0.2222222222222222, 0.2222222222222222, 0.2777777777777778, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",159,158
AHT,2020/6/8,2020/5/14,"[6, 15, 28]","[6, 12, 21, 30, 49]","['2020-06-16', '2020-06-29', '2020-07-17']","['2020-05-22', '2020-06-02', '2020-06-15', '2020-06-26', '2020-07-24']","[1.9, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.2600000000000002, 0.8, 0.8, 0.2, 0.4, 0.0, 0.2, 0.0]",373,376
AI,2020/6/16,2020/4/24,"[21, 25]","[14, 20, 25, 33, 42]","['2020-07-16', '2020-07-22']","['2020-05-14', '2020-05-22', '2020-06-01', '2020-06-11', '2020-06-24']","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[1.76, 1.0, 0.4, 0.4, 0.4, 0.0, 0.0, 0.0]",463,491
AIC,2020/3/26,2020/7/7,"[10, 24, 31, 42, 51, 71, 84]",[14],"['2020-04-09', '2020-04-30', '2020-05-11', '2020-05-27', '2020-06-09', '2020-07-08', '2020-07-27']",['2020-07-27'],"[1.8571428571428572, 0.8571428571428571, 0.5714285714285714, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",127,132
AIF,2020/2/20,2020/5/1,"[28, 35, 49, 57, 74, 93]","[28, 40, 47, 60]","['2020-03-31', '2020-04-09', '2020-04-30', '2020-05-12', '2020-06-05', '2020-07-02']","['2020-06-11', '2020-06-29', '2020-07-09', '2020-07-28']","[1.6166666666666667, 0.5, 0.3333333333333333, 0.16666666666666666, 0.5, 0.0, 0.0, 0.0]","[1.675, 1.0, 0.25, 0.5, 0.25, 0.25, 0.25, 0.0]",151,165
AIG,2020/5/12,2020/6/26,"[10, 18, 24, 35, 45, 50]","[8, 21]","['2020-05-27', '2020-06-08', '2020-06-16', '2020-07-01', '2020-07-16', '2020-07-23']","['2020-07-09', '2020-07-28']","[1.8166666666666667, 1.0, 0.5, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0]","[1.95, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0]",967,976
AIN,2020/6/5,2020/5/14,"[7, 18, 27]","[21, 30, 41, 45]","['2020-06-16', '2020-07-01', '2020-07-15']","['2020-06-15', '2020-06-26', '2020-07-14', '2020-07-20']","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.9499999999999997, 1.0, 0.75, 0.5, 0.25, 0.0, 0.0, 0.0]",631,639
AIO,2020/5/12,2020/6/11,"[9, 19, 29, 42, 48]","[12, 24, 30]","['2020-05-26', '2020-06-09', '2020-06-23', '2020-07-13', '2020-07-21']","['2020-06-29', '2020-07-16', '2020-07-24']","[1.5799999999999998, 1.0, 0.6, 0.0, 0.2, 0.2, 0.2, 0.0]","[2.4, 1.0, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0]",19,17
AIR,2020/6/16,2020/5/6,"[12, 20, 24]","[6, 25, 35, 45, 51]","['2020-07-02', '2020-07-15', '2020-07-21']","['2020-05-14', '2020-06-11', '2020-06-25', '2020-07-10', '2020-07-20']","[2.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0]","[1.7399999999999998, 1.0, 0.6, 0.6, 0.2, 0.0, 0.0, 0.0]",777,739
AIT,2020/6/23,2020/6/25,"[7, 15, 21]",[9],"['2020-07-02', '2020-07-15', '2020-07-23']",['2020-07-09'],"[2.5666666666666664, 1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",765,733
AIV,2020/7/6,2020/7/9,[7],"[7, 12]",['2020-07-15'],"['2020-07-20', '2020-07-27']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",531,563
AIW,2020/6/8,2019/11/6,"[12, 21, 35]","[21, 27, 48, 53, 58, 77, 90, 103, 114, 124, 132, 136, 150, 164, 168, 175, 179]","['2020-06-24', '2020-07-08', '2020-07-28']","['2019-12-06', '2019-12-16', '2020-01-16', '2020-01-24', '2020-01-31', '2020-02-28', '2020-03-18', '2020-04-06', '2020-04-22', '2020-05-06', '2020-05-18', '2020-05-22', '2020-06-12', '2020-07-02', '2020-07-09', '2020-07-20', '2020-07-24']","[2.9, 1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0]","[1.4, 0.058823529411764705, 0.47058823529411764, 0.17647058823529413, 0.23529411764705882, 0.17647058823529413, 0.17647058823529413, 0.0]",147,160
AIZ,2020/5/6,2020/5/14,"[14, 24, 28, 41, 49, 54]","[10, 21, 30, 38]","['2020-05-27', '2020-06-10', '2020-06-16', '2020-07-06', '2020-07-16', '2020-07-23']","['2020-05-29', '2020-06-15', '2020-06-26', '2020-07-09']","[1.7833333333333334, 0.8333333333333334, 0.3333333333333333, 0.0, 0.5, 0.16666666666666666, 0.16666666666666666, 0.0]","[1.65, 1.0, 0.5, 0.5, 0.25, 0.0, 0.0, 0.0]",397,396
AIZP,2020/5/27,2020/7/9,"[9, 24, 35, 40]",[7],"['2020-06-09', '2020-06-30', '2020-07-16', '2020-07-23']",['2020-07-20'],"[2.05, 1.0, 0.5, 0.5, 0.25, 0.5, 0.25, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",61,65
AJG,2020/4/9,2019/12/3,"[13, 21, 42, 49, 59, 72]","[8, 21, 29, 34, 59, 72, 84, 98, 103, 111, 133, 141, 150, 163]","['2020-04-29', '2020-05-11', '2020-06-10', '2020-06-19', '2020-07-06', '2020-07-23']","['2019-12-13', '2020-01-03', '2020-01-15', '2020-01-23', '2020-02-28', '2020-03-18', '2020-04-03', '2020-04-24', '2020-05-01', '2020-05-13', '2020-06-15', '2020-06-25', '2020-07-09', '2020-07-28']","[2.0333333333333337, 0.6666666666666666, 0.5, 0.0, 0.5, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[1.3714285714285714, 0.07142857142857142, 0.42857142857142855, 0.07142857142857142, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.07142857142857142]",646,673
AJRD,2020/6/29,2020/6/25,"[12, 20]","[12, 21]","['2020-07-16', '2020-07-28']","['2020-07-14', '2020-07-27']","[1.65, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0]","[2.9, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0]",765,727
AJX,2020/6/16,2020/4/24,[5],"[8, 14, 24, 33, 42, 53]",['2020-06-23'],"['2020-05-06', '2020-05-14', '2020-05-29', '2020-06-11', '2020-06-24', '2020-07-10']","[1.4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[1.7333333333333336, 1.0, 0.5, 0.0, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.0]",121,131
AJXA,2020/7/8,2020/7/14,"[10, 14]",[7],"['2020-07-22', '2020-07-28']",['2020-07-23'],"[1.55, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",80,84
AKO-A,2020/6/22,2020/5/26,"[10, 14, 24]","[7, 21, 26]","['2020-07-07', '2020-07-13', '2020-07-27']","['2020-06-04', '2020-06-24', '2020-07-01']","[1.9333333333333333, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]","[1.9333333333333331, 1.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0]",545,551
AKO-B,2020/5/22,2020/7/10,"[9, 20, 30, 35]","[6, 12]","['2020-06-05', '2020-06-22', '2020-07-07', '2020-07-14']","['2020-07-20', '2020-07-28']","[1.825, 1.0, 0.5, 0.75, 0.25, 0.0, 0.0, 0.0]","[1.9, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0]",518,514
AKR,2020/6/16,2020/5/29,"[12, 20]","[9, 18, 31, 35, 40]","['2020-07-02', '2020-07-15']","['2020-06-11', '2020-06-24', '2020-07-14', '2020-07-20', '2020-07-27']","[1.65, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0]","[1.42, 1.0, 0.4, 0.4, 0.2, 0.2, 0.0, 0.0]",515,558
AL,2020/6/5,2020/6/11,"[7, 18, 27]","[12, 20]","['2020-06-16', '2020-07-01', '2020-07-15']","['2020-06-29', '2020-07-10']","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.65, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0]",213,204
ALB,2020/2/20,2020/5/14,"[10, 24, 36, 48, 56, 67, 75, 84, 94, 103, 107]","[21, 28, 38]","['2020-03-05', '2020-03-25', '2020-04-13', '2020-04-29', '2020-05-11', '2020-05-27', '2020-06-08', '2020-06-19', '2020-07-06', '2020-07-17', '2020-07-23']","['2020-06-15', '2020-06-24', '2020-07-09']","[1.4818181818181815, 0.0, 0.45454545454545453, 0.18181818181818182, 0.18181818181818182, 0.2727272727272727, 0.36363636363636365, 0.0]","[1.9333333333333331, 1.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0]",587,596
ALC,2020/6/23,2020/5/27,"[8, 21]","[12, 21, 33, 41]","['2020-07-06', '2020-07-23']","['2020-06-12', '2020-06-25', '2020-07-14', '2020-07-24']","[1.95, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0]","[1.8499999999999999, 1.0, 0.75, 0.0, 0.25, 0.0, 0.25, 0.0]",34,35
ALE,2020/7/6,2020/7/9,"[7, 14]",[12],"['2020-07-15', '2020-07-24']",['2020-07-27'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",715,805
ALEX,2020/7/6,2020/7/9,"[7, 12]","[7, 12]","['2020-07-15', '2020-07-22']","['2020-07-20', '2020-07-27']","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",183,187
ALG,2020/7/15,2020/7/9,[6],[7],['2020-07-23'],['2020-07-20'],"[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",538,524
ALK,2020/7/1,2020/1/27,"[9, 15]","[4, 9, 28, 36, 48, 56, 60, 68, 76, 86, 95, 105, 115]","['2020-07-15', '2020-07-23']","['2020-01-31', '2020-02-07', '2020-03-06', '2020-03-18', '2020-04-03', '2020-04-16', '2020-04-22', '2020-05-04', '2020-05-14', '2020-05-29', '2020-06-11', '2020-06-25', '2020-07-10']","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]","[1.4461538461538463, 0.15384615384615385, 0.38461538461538464, 0.3076923076923077, 0.23076923076923078, 0.15384615384615385, 0.23076923076923078, 0.0]",804,791
ALL,2020/6/16,2019/12/3,"[10, 21, 27]","[7, 12, 29, 48, 59, 72, 84, 104, 112, 117, 133, 140, 150]","['2020-06-30', '2020-07-16', '2020-07-24']","['2019-12-12', '2019-12-19', '2020-01-15', '2020-02-12', '2020-02-28', '2020-03-18', '2020-04-03', '2020-05-04', '2020-05-14', '2020-05-21', '2020-06-15', '2020-06-24', '2020-07-09']","[1.9, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.8615384615384618, 0.15384615384615385, 0.46153846153846156, 0.15384615384615385, 0.38461538461538464, 0.3076923076923077, 0.3076923076923077, 0.0]",611,642
ALLE,2020/7/6,2020/5/14,[12],"[6, 21, 29, 39]",['2020-07-22'],"['2020-05-22', '2020-06-15', '2020-06-25', '2020-07-10']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.5999999999999999, 1.0, 0.75, 0.0, 0.25, 0.0, 0.0, 0.0]",157,162
ALLY,2020/6/5,2020/7/9,"[7, 14, 18, 28]",[7],"['2020-06-16', '2020-06-25', '2020-07-01', '2020-07-16']",['2020-07-20'],"[2.0, 1.0, 0.25, 0.0, 0.75, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",143,144
ALSN,2020/6/5,2020/7/9,"[7, 18, 28, 33]",[7],"['2020-06-16', '2020-07-01', '2020-07-16', '2020-07-23']",['2020-07-20'],"[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",204,199
ALTG,2020/7/16,2020/6/11,[7],[21],['2020-07-27'],['2020-07-13'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",23,18
ALUS,2020/7/2,2020/5/29,[7],[7],['2020-07-14'],['2020-06-09'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",15,8
ALV,2020/4/27,2020/7/9,"[9, 21, 28, 35, 40, 48, 56, 63]",[6],"['2020-05-08', '2020-05-27', '2020-06-05', '2020-06-16', '2020-06-23', '2020-07-06', '2020-07-16', '2020-07-27']",['2020-07-17'],"[2.4124999999999996, 0.75, 0.5, 0.25, 0.625, 0.375, 0.125, 0.0]","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",544,544
ALX,2019/12/5,2020/6/29,"[20, 27, 42, 63, 75, 88, 99, 112, 119, 126, 132, 144, 152, 161]","[7, 15]","['2020-01-06', '2020-01-15', '2020-02-06', '2020-03-09', '2020-03-25', '2020-04-14', '2020-04-29', '2020-05-18', '2020-05-28', '2020-06-08', '2020-06-16', '2020-07-02', '2020-07-15', '2020-07-28']","['2020-07-09', '2020-07-21']","[1.8857142857142855, 0.07142857142857142, 0.5714285714285714, 0.14285714285714285, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.0]","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]",841,806
AM,2020/4/24,2020/6/30,"[6, 12, 30, 50, 60]",[9],"['2020-05-04', '2020-05-12', '2020-06-08', '2020-07-07', '2020-07-21']",['2020-07-14'],"[1.98, 1.0, 0.8, 0.6, 0.0, 0.0, 0.4, 0.0]","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",70,71
AMBC,2020/6/16,2020/7/9,"[5, 21]",[7],"['2020-06-23', '2020-07-16']",['2020-07-20'],"[2.4, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",161,161
AMC,2020/6/19,2020/7/7,"[9, 15]","[5, 14]","['2020-07-02', '2020-07-13']","['2020-07-14', '2020-07-27']","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]","[1.8, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5]",153,155
AMCR,2020/7/6,2020/3/16,[12],"[14, 25, 36, 61, 72, 80]",['2020-07-22'],"['2020-04-03', '2020-04-21', '2020-05-06', '2020-06-11', '2020-06-26', '2020-07-09']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.5999999999999999, 1.0, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0]",43,59
AME,2020/6/16,2020/5/14,"[13, 21, 26]","[21, 29, 39, 45]","['2020-07-06', '2020-07-16', '2020-07-23']","['2020-06-15', '2020-06-25', '2020-07-10', '2020-07-20']","[1.4333333333333333, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[1.775, 1.0, 0.75, 0.25, 0.25, 0.0, 0.0, 0.0]",712,697
AMG,2020/5/27,2020/7/9,"[7, 14, 19, 27, 35, 39]",[7],"['2020-06-05', '2020-06-16', '2020-06-23', '2020-07-06', '2020-07-16', '2020-07-22']",['2020-07-20'],"[1.7166666666666668, 1.0, 0.3333333333333333, 0.16666666666666666, 0.5, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",534,530
AMH,2020/6/23,2020/7/14,"[7, 21]",[9],"['2020-07-02', '2020-07-23']",['2020-07-27'],"[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",154,156
AMK,2020/7/6,2020/6/26,[7],"[7, 15]",['2020-07-15'],"['2020-07-08', '2020-07-20']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]",22,24
AMN,2020/5/11,2020/6/4,"[12, 20, 30, 36, 45]","[12, 16, 24]","['2020-05-28', '2020-06-09', '2020-06-23', '2020-07-01', '2020-07-15']","['2020-06-22', '2020-06-26', '2020-07-09']","[1.98, 1.0, 0.8, 0.6, 0.0, 0.0, 0.4, 0.0]","[1.8666666666666667, 1.0, 0.6666666666666666, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0]",426,416
AMOV,2020/7/6,2019/8/26,"[7, 13]","[10, 21, 26, 47, 56, 61, 66, 74, 88, 93, 97, 105, 115, 128, 139, 144, 154, 161, 168, 200, 211, 222]","['2020-07-15', '2020-07-23']","['2019-09-10', '2019-09-25', '2019-10-02', '2019-10-31', '2019-11-13', '2019-11-20', '2019-11-27', '2019-12-10', '2019-12-31', '2020-01-08', '2020-01-14', '2020-01-27', '2020-02-10', '2020-02-28', '2020-03-16', '2020-03-23', '2020-04-06', '2020-04-16', '2020-04-27', '2020-06-11', '2020-06-26', '2020-07-14']","[1.45, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5]","[1.2636363636363634, 0.18181818181818182, 0.3181818181818182, 0.18181818181818182, 0.2727272727272727, 0.2727272727272727, 0.09090909090909091, 0.0]",470,464
AMP,2020/7/6,2020/5/29,[12],"[9, 18, 24, 28]",['2020-07-22'],"['2020-06-11', '2020-06-24', '2020-07-02', '2020-07-09']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.9249999999999998, 1.0, 0.75, 0.0, 0.25, 0.25, 0.25, 0.0]",352,365
AMPY,2020/5/26,2020/5/6,"[9, 14, 35, 40]","[7, 12, 25, 35, 44]","['2020-06-08', '2020-06-15', '2020-07-15', '2020-07-22']","['2020-05-15', '2020-05-22', '2020-06-11', '2020-06-25', '2020-07-09']","[1.925, 1.0, 0.25, 0.5, 0.5, 0.25, 0.0, 0.0]","[1.68, 0.8, 0.2, 0.4, 0.4, 0.0, 0.2, 0.0]",166,174
AMRC,2020/3/17,2020/5/14,"[7, 15, 19, 30, 37, 56, 74, 87]","[21, 41, 49]","['2020-03-26', '2020-04-07', '2020-04-14', '2020-04-29', '2020-05-08', '2020-06-05', '2020-07-01', '2020-07-21']","['2020-06-15', '2020-07-14', '2020-07-24']","[1.2625, 0.5, 0.375, 0.25, 0.25, 0.125, 0.0, 0.0]","[1.8666666666666667, 0.6666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0]",223,216
AMRX,2020/6/23,2019/10/2,"[6, 15]","[9, 21, 25, 29, 39, 49, 60, 70, 84, 94, 102, 108, 114, 122, 127, 138, 147, 169, 176, 185]","['2020-07-01', '2020-07-15']","['2019-10-15', '2019-10-31', '2019-11-06', '2019-11-12', '2019-11-26', '2019-12-11', '2019-12-27', '2020-01-13', '2020-02-03', '2020-02-18', '2020-02-28', '2020-03-09', '2020-03-17', '2020-03-27', '2020-04-03', '2020-04-21', '2020-05-04', '2020-06-04', '2020-06-15', '2020-06-26']","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]","[1.4249999999999998, 0.1, 0.5, 0.2, 0.25, 0.05, 0.15, 0.0]",51,52
